Kod Responden,a5: ( Jantina ),a6: ( Bangsa ),a7: ( Agama ),a8: ( Umur )
33919,Lelaki,Melayu,Islam,70
33920,Lelaki,Melayu,Islam,65
33922,Lelaki,Melayu,Islam,71
33923,Perempuan,Melayu,Islam,72
33924,Lelaki,Melayu,Islam,75
33926,Perempuan,Melayu,Islam,67
33927,Lelaki,Melayu,Islam,74
33928,Perempuan,Melayu,Islam,61
33929,Perempuan,Melayu,Islam,67
33930,Lelaki,Melayu,Islam,60
33932,Lelaki,Melayu,Islam,63
33933,Lelaki,Melayu,Islam,62
33937,Lelaki,Melayu,Islam,75
33938,Perempuan,Melayu,Islam,67
33940,Perempuan,Melayu,Islam,60
33941,Lelaki,Melayu,Islam,61
33942,Perempuan,Melayu,Islam,63
33943,Perempuan,Melayu,Islam,60
33944,Lelaki,Melayu,Islam,73
33945,Perempuan,Melayu,Islam,64
33947,Lelaki,Melayu,Islam,61
34002,Perempuan,Melayu,Islam,60
34003,Perempuan,Melayu,Islam,61
34007,Lelaki,Melayu,Islam,73
34011,Perempuan,Melayu,Islam,72
34014,Perempuan,Melayu,Islam,73
34015,Perempuan,Melayu,Islam,65
34018,Perempuan,Melayu,Islam,67
34020,Perempuan,Melayu,Islam,67
34024,Lelaki,Melayu,Islam,74
34025,Lelaki,Melayu,Islam,68
34027,Lelaki,Melayu,Islam,72
34030,Perempuan,Melayu,Islam,67
34032,Lelaki,Melayu,Islam,60
34033,Lelaki,Melayu,Islam,64
34036,Lelaki,Melayu,Islam,68
34037,Lelaki,Melayu,Islam,62
34039,Lelaki,Melayu,Islam,65
34042,Perempuan,Melayu,Islam,64
34043,Perempuan,Melayu,Islam,64
34044,Lelaki,Melayu,Islam,73
35005,Lelaki,Cina,Buddha,69
35006,Perempuan,Melayu,Islam,65
35007,Perempuan,Cina,Buddha,61
35008,Lelaki,Melayu,Islam,67
35011,Lelaki,Cina,Buddha,69
35012,Perempuan,Melayu,Islam,61
35013,Perempuan,Melayu,Islam,77
35016,Perempuan,Melayu,Islam,70
35019,Lelaki,Melayu,Islam,66
35020,Perempuan,Melayu,Islam,65
35021,Lelaki,Melayu,Islam,79
35022,Lelaki,Melayu,Islam,89
35023,Lelaki,Melayu,Islam,60
35024,Lelaki,Melayu,Islam,79
35026,Lelaki,Melayu,Islam,74
35027,Lelaki,Melayu,Islam,63
35028,Lelaki,Melayu,Islam,65
35031,Lelaki,Melayu,Islam,70
35032,Lelaki,Melayu,Islam,69
35034,Perempuan,Melayu,Islam,64
35035,Lelaki,Melayu,Islam,70
35037,Lelaki,Melayu,Islam,70
35039,Perempuan,Melayu,Islam,63
35040,Lelaki,Melayu,Islam,62
35044,Lelaki,Melayu,Islam,75
35047,Lelaki,Melayu,Islam,60
36001,Lelaki,Melayu,Islam,75
36002,Perempuan,Melayu,Islam,61
36003,Perempuan,Melayu,Islam,84
36004,Lelaki,Melayu,Islam,60
36005,Perempuan,Melayu,Islam,71
36006,Lelaki,Melayu,Islam,60
36007,Lelaki,Melayu,Islam,73
36008,Lelaki,Melayu,Islam,72
36009,Lelaki,Melayu,Islam,70
36010,Lelaki,Melayu,Islam,64
36011,Lelaki,Melayu,Islam,67
36012,Perempuan,Melayu,Islam,71
36013,Perempuan,Melayu,Islam,69
36014,Perempuan,Melayu,Islam,77
36015,Lelaki,Melayu,Islam,63
36017,Perempuan,Melayu,Islam,79
36018,Lelaki,Melayu,Islam,66
36019,Lelaki,Melayu,Islam,65
36020,Perempuan,Melayu,Islam,64
36022,Perempuan,Melayu,Islam,66
36023,Perempuan,Melayu,Islam,64
36024,Lelaki,Melayu,Islam,62
36026,Lelaki,Melayu,Islam,64
36027,Lelaki,Melayu,Islam,66
36029,Perempuan,Melayu,Islam,69
36030,Lelaki,Melayu,Islam,61
36031,Lelaki,Melayu,Islam,72
36036,Lelaki,Melayu,Islam,63
36038,Lelaki,Melayu,Islam,89
36039,Lelaki,Melayu,Islam,66
36042,Lelaki,Melayu,Islam,67
36043,Lelaki,Melayu,Islam,72
36044,Perempuan,Melayu,Islam,64
36048,Perempuan,Melayu,Islam,66
36051,Lelaki,Melayu,Islam,67
36052,Lelaki,Melayu,Islam,70
36053,Perempuan,Melayu,Islam,62
36054,Lelaki,Melayu,Islam,70
36060,Perempuan,Melayu,Islam,65
37002,Perempuan,Melayu,Islam,60
37004,Perempuan,Melayu,Islam,70
37005,Lelaki,Melayu,Islam,69
37008,Lelaki,Melayu,Islam,78
37009,Lelaki,Melayu,Islam,60
37010,Lelaki,Melayu,Islam,63
37013,Lelaki,Melayu,Islam,65
37015,Lelaki,Melayu,Islam,64
37017,Perempuan,Melayu,Islam,66
37020,Perempuan,Melayu,Islam,79
37021,Perempuan,Melayu,Islam,79
37022,Perempuan,Melayu,Islam,60
37024,Perempuan,Melayu,Islam,72
37025,Lelaki,Melayu,Islam,71
37030,Lelaki,Melayu,Islam,73
37032,Lelaki,Melayu,Islam,68
37033,Lelaki,Melayu,Islam,63
37034,Lelaki,Melayu,Islam,62
37035,Lelaki,Melayu,Islam,76
37038,Lelaki,Melayu,Islam,63
37039,Lelaki,Melayu,Islam,63
37043,Perempuan,Melayu,Islam,68
37045,Lelaki,Melayu,Islam,65
37047,Lelaki,Melayu,Islam,68
37048,Perempuan,Melayu,Islam,68
37049,Lelaki,Melayu,Islam,67
37051,Lelaki,Melayu,Islam,69
38000,Lelaki,Melayu,Islam,71
38002,Lelaki,Melayu,Islam,79
38003,Lelaki,Melayu,Islam,81
38004,Lelaki,Melayu,Islam,66
38005,Perempuan,Melayu,Islam,62
38006,Lelaki,Melayu,Islam,69
38007,Lelaki,Melayu,Islam,66
38010,Perempuan,Melayu,Islam,76
38012,Lelaki,Melayu,Islam,67
38014,Lelaki,Melayu,Islam,66
38016,Perempuan,Melayu,Islam,69
38017,Lelaki,Melayu,Islam,66
38018,Lelaki,Melayu,Islam,67
38019,Lelaki,Melayu,Islam,62
38020,Lelaki,Melayu,Islam,75
38023,Lelaki,Melayu,Islam,76
38024,Lelaki,Melayu,Islam,74
38029,Lelaki,Melayu,Islam,62
38032,Lelaki,Melayu,Islam,76
38033,Lelaki,Melayu,Islam,71
38034,Lelaki,Melayu,Islam,62
38035,Lelaki,Melayu,Islam,60
38036,Lelaki,Melayu,Islam,67
38038,Lelaki,Melayu,Islam,76
38040,Lelaki,India,Hindu,61
38041,Lelaki,India,Hindu,61
38043,Lelaki,Melayu,Islam,69
38045,Perempuan,Melayu,Islam,71
38046,Perempuan,Melayu,Islam,63
38047,Lelaki,India,Hindu,62
39002,Lelaki,Cina,Buddha,75
39003,Perempuan,Melayu,Islam,64
39004,Perempuan,Melayu,Islam,62
39005,Perempuan,Melayu,Islam,61
39006,Lelaki,Melayu,Islam,72
39008,Perempuan,Melayu,Islam,69
39010,Lelaki,Melayu,Islam,62
39012,Perempuan,Melayu,Islam,64
39015,Lelaki,Melayu,Islam,89
39017,Lelaki,Cina,Buddha,65
39022,Lelaki,Melayu,Islam,66
39026,Lelaki,Melayu,Islam,84
39027,Lelaki,Melayu,Islam,61
39028,Perempuan,Melayu,Islam,64
39029,Lelaki,Melayu,Islam,70
39032,Lelaki,Melayu,Islam,68
39033,Lelaki,Melayu,Islam,66
39034,Lelaki,Melayu,Islam,69
39036,Lelaki,Melayu,Islam,64
39039,Lelaki,Melayu,Islam,67
39041,Lelaki,Melayu,Islam,64
39044,Lelaki,Melayu,Islam,75
39052,Lelaki,Melayu,Islam,75
39053,Perempuan,Melayu,Islam,67
39054,Lelaki,Melayu,Islam,66
39056,Perempuan,Melayu,Islam,84
39057,Lelaki,Melayu,Islam,69
39059,Perempuan,Melayu,Islam,69
39062,Perempuan,Melayu,Islam,64
39066,Perempuan,Melayu,Islam,62
39067,Lelaki,Melayu,Islam,72
39070,Lelaki,Cina,Buddha,63
39073,Lelaki,Melayu,Islam,64
39079,Perempuan,Melayu,Islam,64
39081,Lelaki,Melayu,Islam,62
39083,Perempuan,Melayu,Islam,73
41001,Lelaki,Melayu,Islam,63
41002,Lelaki,Melayu,Islam,67
41005,Perempuan,Melayu,Islam,68
41007,Lelaki,Melayu,Islam,78
41008,Perempuan,Melayu,Islam,63
41009,Perempuan,Melayu,Islam,67
41011,Perempuan,Melayu,Islam,62
41012,Lelaki,Melayu,Islam,75
41016,Perempuan,Melayu,Islam,63
41017,Lelaki,Melayu,Islam,73
41018,Perempuan,Melayu,Islam,66
41021,Lelaki,Melayu,Islam,74
41022,Lelaki,Melayu,Islam,61
41023,Lelaki,Melayu,Islam,69
41024,Lelaki,Melayu,Islam,69
41028,Perempuan,Melayu,Islam,66
41030,Perempuan,Melayu,Islam,66
41031,Lelaki,Melayu,Islam,69
41032,Lelaki,Melayu,Islam,60
41033,Lelaki,Melayu,Islam,61
41036,Perempuan,Melayu,Islam,62
41037,Perempuan,Melayu,Islam,71
41039,Lelaki,Melayu,Islam,62
41041,Perempuan,Melayu,Islam,61
41042,Perempuan,Melayu,Islam,65
41043,Perempuan,Melayu,Islam,60
41044,Lelaki,Melayu,Islam,64
41045,Perempuan,Melayu,Islam,61
41046,Perempuan,Melayu,Islam,67
41047,Perempuan,Melayu,Islam,65
41048,Perempuan,Melayu,Islam,72
41049,Perempuan,Melayu,Islam,69
41050,Perempuan,Melayu,Islam,62
41051,Perempuan,Melayu,Islam,64
41052,Perempuan,Melayu,Islam,61
41053,Lelaki,Melayu,Islam,71
41054,Perempuan,Melayu,Islam,64
41055,Perempuan,Melayu,Islam,60
41056,Perempuan,Melayu,Islam,63
41057,Perempuan,Melayu,Islam,63
41058,Perempuan,Melayu,Islam,61
41059,Perempuan,Melayu,Islam,63
41060,Lelaki,Melayu,Islam,61
41061,Perempuan,Melayu,Islam,64
42002,Perempuan,Cina,Buddha,71
42003,Perempuan,Cina,Kristian,84
42004,Perempuan,Cina,Buddha,60
42005,Perempuan,Cina,Buddha,60
42008,Lelaki,Cina,Buddha,68
42009,Lelaki,Cina,Lain-lain agama,66
42010,Perempuan,Cina,Buddha,66
42012,Perempuan,Cina,Buddha,66
42013,Lelaki,Cina,Lain-lain agama,71
42015,Perempuan,Cina,Buddha,70
42016,Perempuan,India,Hindu,62
42017,Perempuan,India,Kristian,60
42018,Perempuan,India,Hindu,63
42019,Lelaki,India,Hindu,75
42026,Lelaki,Cina,Buddha,76
42028,Lelaki,Cina,Lain-lain agama,71
42035,Perempuan,Cina,Buddha,60
42036,Lelaki,Cina,Buddha,64
42040,Perempuan,Cina,Buddha,73
42042,Perempuan,Cina,Buddha,61
42046,Lelaki,Cina,Lain-lain agama,70
42050,Lelaki,Cina,Buddha,62
42053,Lelaki,Cina,Buddha,69
42054,Perempuan,Cina,Kristian,64
42056,Lelaki,Cina,Buddha,67
42060,Perempuan,Cina,Buddha,67
43002,Lelaki,Cina,Buddha,69
43003,Perempuan,Cina,Buddha,62
43004,Perempuan,Cina,Buddha,69
43005,Perempuan,Cina,Buddha,79
43008,Perempuan,Cina,Lain-lain agama,73
43009,Perempuan,Cina,Buddha,69
43010,Perempuan,Cina,Buddha,65
43011,Lelaki,Cina,Buddha,64
43012,Perempuan,Cina,Lain-lain agama,78
43013,Perempuan,Cina,Buddha,69
43014,Lelaki,Cina,Buddha,70
43015,Perempuan,Cina,Buddha,67
43018,Lelaki,Cina,Buddha,65
43020,Lelaki,Cina,Buddha,89
43022,Perempuan,Cina,Buddha,73
43027,Perempuan,Cina,Buddha,70
43028,Lelaki,Cina,Buddha,74
43029,Lelaki,Cina,Lain-lain agama,72
43030,Lelaki,Cina,Buddha,74
43031,Lelaki,Cina,Buddha,62
43032,Perempuan,Cina,Buddha,66
43033,Perempuan,Cina,Buddha,70
43034,Lelaki,Cina,Lain-lain agama,64
43035,Lelaki,Cina,Buddha,60
43038,Lelaki,Cina,Buddha,80
43039,Perempuan,Cina,Buddha,60
43042,Lelaki,Cina,Buddha,63
43043,Perempuan,Cina,Buddha,70
43044,Perempuan,Cina,Buddha,70
43045,Perempuan,Cina,Buddha,73
43046,Perempuan,Cina,Buddha,71
43047,Perempuan,Cina,Buddha,70
43048,Lelaki,Cina,Buddha,77
43049,Perempuan,Cina,Buddha,70
43051,Perempuan,Cina,Buddha,60
43053,Perempuan,Cina,Buddha,73
43054,Perempuan,Cina,Buddha,60
43055,Lelaki,Cina,Buddha,64
43058,Lelaki,Cina,Buddha,63
43059,Perempuan,Cina,Buddha,81
43060,Perempuan,Cina,Buddha,74
44001,Perempuan,Cina,Buddha,64
44002,Lelaki,Cina,Buddha,68
44003,Lelaki,Cina,Buddha,77
44008,Perempuan,Cina,Buddha,63
44009,Lelaki,Cina,Buddha,65
44011,Perempuan,Cina,Buddha,70
44012,Perempuan,Cina,Buddha,74
44013,Perempuan,Cina,Lain-lain agama,77
44014,Lelaki,Cina,Buddha,65
44015,Perempuan,Cina,Buddha,68
44018,Perempuan,Cina,Buddha,62
44023,Perempuan,Cina,Buddha,69
44024,Perempuan,Cina,Buddha,70
44026,Perempuan,Cina,Lain-lain agama,76
44027,Perempuan,Cina,Buddha,68
44029,Perempuan,Cina,Buddha,63
44030,Lelaki,India,Hindu,71
44031,Perempuan,Cina,Buddha,62
44034,Lelaki,Melayu,Islam,61
44035,Lelaki,Melayu,Islam,70
44038,Lelaki,India,Hindu,71
44039,Lelaki,Melayu,Islam,63
44041,Perempuan,Melayu,Islam,65
44045,Perempuan,Melayu,Islam,64
44048,Perempuan,Melayu,Islam,67
44049,Perempuan,Melayu,Islam,63
44054,Lelaki,India,Hindu,70
44421,Lelaki,Cina,Buddha,68
45101,Perempuan,Cina,Kristian,70
45102,Perempuan,Cina,Buddha,65
45103,Perempuan,Cina,Buddha,64
45113,Perempuan,Cina,Buddha,60
45119,Lelaki,Cina,Buddha,63
45126,Perempuan,Cina,Buddha,61
45203,Lelaki,Melayu,Islam,80
45205,Perempuan,Cina,Kristian,78
45206,Lelaki,Cina,Buddha,69
45216,Lelaki,Cina,Buddha,66
45217,Lelaki,India,Hindu,62
45219,Lelaki,Cina,Lain-lain agama,63
45222,Perempuan,India,Hindu,64
45223,Lelaki,India,Hindu,68
45224,Lelaki,India,Hindu,77
45226,Lelaki,India,Kristian,72
45230,Perempuan,Cina,Buddha,61
45233,Perempuan,India,Hindu,61
45234,Lelaki,India,Hindu,67
45235,Perempuan,Cina,Kristian,61
45236,Perempuan,Cina,Buddha,66
45238,Perempuan,Cina,Buddha,64
45240,Perempuan,Cina,Kristian,65
45241,Lelaki,India,Hindu,68
45242,Perempuan,Cina,Buddha,70
45243,Perempuan,India,Hindu,68
45246,Perempuan,Cina,Lain-lain agama,67
45247,Lelaki,Cina,Buddha,69
45249,Lelaki,Cina,Lain-lain agama,76
45250,Lelaki,Cina,Buddha,63
45811,Lelaki,India,Hindu,68
46001,Lelaki,Melayu,Islam,64
46004,Lelaki,Melayu,Islam,61
46007,Perempuan,Melayu,Islam,62
46008,Lelaki,Cina,Buddha,68
46012,Lelaki,Cina,Buddha,70
46013,Perempuan,Cina,Buddha,69
46014,Perempuan,Cina,Buddha,76
46015,Lelaki,Cina,Buddha,72
46018,Lelaki,Cina,Lain-lain agama,85
46019,Perempuan,Cina,Buddha,64
46022,Perempuan,Cina,Buddha,69
46025,Perempuan,Cina,Buddha,69
46027,Perempuan,Cina,Buddha,69
46028,Lelaki,Cina,Buddha,65
46031,Perempuan,Cina,Buddha,68
46033,Perempuan,Cina,Buddha,69
46036,Lelaki,Cina,Kristian,78
46037,Lelaki,Cina,Lain-lain agama,63
46039,Perempuan,Cina,Buddha,69
46040,Perempuan,Cina,Buddha,61
46041,Perempuan,Cina,Buddha,72
46044,Perempuan,Cina,Kristian,72
46046,Perempuan,Cina,Buddha,63
47002,Lelaki,Melayu,Islam,62
47003,Perempuan,Melayu,Islam,60
47004,Lelaki,Cina,Kristian,70
47011,Perempuan,Cina,Buddha,61
47013,Perempuan,Melayu,Islam,61
47017,Lelaki,India,Hindu,77
47019,Lelaki,India,Hindu,64
47021,Lelaki,India,Hindu,69
47025,Perempuan,Melayu,Islam,62
47026,Perempuan,Melayu,Islam,62
47030,Perempuan,India,Hindu,67
47031,Lelaki,India,Hindu,69
48001,Lelaki,India,Hindu,67
48002,Lelaki,India,Hindu,75
48003,Perempuan,Melayu,Islam,68
48005,Perempuan,Melayu,Islam,67
48011,Lelaki,India,Kristian,79
48012,Perempuan,Melayu,Islam,61
48013,Perempuan,Melayu,Islam,64
48018,Lelaki,India,Hindu,82
48019,Perempuan,India,Hindu,66
48020,Perempuan,India,Lain-lain agama,74
48022,Perempuan,Cina,Buddha,71
48023,Lelaki,Cina,Lain-lain agama,76
48030,Perempuan,Cina,Buddha,62
48031,Perempuan,Cina,Buddha,76
48036,Perempuan,Cina,Buddha,71
48037,Perempuan,Cina,Buddha,68
48039,Lelaki,India,Hindu,79
48040,Lelaki,India,Hindu,61
48042,Perempuan,Cina,Lain-lain agama,62
48043,Perempuan,Cina,Kristian,67
48044,Lelaki,India,Hindu,68
48045,Perempuan,Cina,Buddha,72
48046,Perempuan,India,Hindu,63
48048,Perempuan,Cina,Buddha,75
48049,Perempuan,Lain-lain bangsa,Lain-lain agama,80
48051,Lelaki,India,Hindu,61
48105,Perempuan,Cina,Buddha,61
48107,Perempuan,Cina,Buddha,64
48108,Lelaki,India,Hindu,72
48109,Perempuan,India,Hindu,65
48112,Perempuan,India,Hindu,70
48115,Perempuan,India,Hindu,63
48119,Lelaki,India,Hindu,62
48203,Lelaki,Melayu,Islam,64
48207,Lelaki,Melayu,Islam,64
48208,Lelaki,Melayu,Islam,66
48215,Lelaki,Melayu,Islam,66
48217,Perempuan,Melayu,Islam,63
48218,Lelaki,Melayu,Islam,77
48221,Lelaki,Melayu,Islam,76
48222,Perempuan,Melayu,Islam,71
48223,Lelaki,Melayu,Islam,67
48227,Perempuan,Melayu,Islam,60
48232,Lelaki,Melayu,Islam,67
48233,Lelaki,Melayu,Islam,60
48237,Lelaki,Melayu,Islam,62
48301,Perempuan,Melayu,Islam,64
48303,Perempuan,Melayu,Islam,73
48311,Lelaki,Melayu,Islam,61
48312,Perempuan,Melayu,Islam,63
48313,Perempuan,Melayu,Islam,61
48315,Perempuan,Melayu,Islam,67
48316,Perempuan,Melayu,Islam,68
48317,Lelaki,Melayu,Islam,63
48318,Lelaki,Melayu,Islam,62
49001,Lelaki,Melayu,Islam,69
49003,Perempuan,India,Hindu,63
49004,Lelaki,Cina,Buddha,67
49006,Perempuan,Melayu,Islam,63
49012,Perempuan,Melayu,Islam,63
49014,Lelaki,Melayu,Islam,67
49015,Perempuan,Melayu,Islam,62
49017,Lelaki,India,Hindu,78
49019,Lelaki,Cina,Buddha,66
49020,Lelaki,Melayu,Islam,60
49025,Lelaki,India,Hindu,70
49026,Perempuan,Cina,Buddha,64
49029,Perempuan,India,Hindu,63
49033,Lelaki,Melayu,Islam,64
49036,Perempuan,Cina,Buddha,68
49037,Perempuan,Cina,Buddha,63
49039,Perempuan,Cina,Buddha,73
49043,Lelaki,Cina,Buddha,77
49044,Lelaki,India,Hindu,60
49045,Lelaki,Melayu,Islam,62
